image_name,target_len,prediction_len,length_ratio,token_edit_distance,normalized_token_edit_distance,char_edit_distance,exact_match_bool,graph_em_ok,graph_structure_ok,chemfig_count,arrow_count,branch_count,ring_anchor_count,angle_bond_count,max_brace_depth,max_paren_depth,structure_score
valid_00065.jpg,58,58,1.0,4.0,0.0833333333333333,2.0,False,True,True,1,0,10,2,22,2,3,162
valid_00066.jpg,86,86,1.0,31.0,0.4696969696969697,103.0,False,False,False,1,0,20,6,27,1,5,234
valid_00067.jpg,65,65,1.0,38.0,0.7169811320754716,152.0,False,False,False,1,0,12,6,19,2,3,181
valid_00068.jpg,58,47,0.8103448275862069,38.0,0.7916666666666666,153.0,False,False,False,1,0,10,6,19,2,4,168
valid_00069.jpg,70,70,1.0,25.0,0.4629629629629629,111.0,False,False,False,1,0,16,6,22,1,7,196
valid_00070.jpg,70,66,0.9428571428571428,23.0,0.396551724137931,49.0,False,False,False,1,0,12,6,25,2,5,198
valid_00071.jpg,61,54,0.8852459016393442,30.0,0.6382978723404256,136.0,False,False,False,1,0,14,6,21,1,4,179
valid_00072.jpg,89,90,1.0112359550561798,14.0,0.1971830985915492,30.0,False,False,False,1,0,18,4,25,2,5,229
valid_00073.jpg,93,93,1.0,13.0,0.1830985915492957,8.0,False,False,False,1,0,22,6,25,2,5,251
valid_00074.jpg,85,85,1.0,30.0,0.4615384615384615,143.0,False,False,False,1,0,20,4,23,2,6,227
valid_00075.jpg,76,73,0.9605263157894737,9.0,0.15,14.0,False,False,False,1,0,16,2,19,2,6,192
valid_00076.jpg,85,80,0.9411764705882353,21.0,0.3230769230769231,84.0,False,False,False,1,0,20,6,27,1,7,233
valid_00077.jpg,69,69,1.0,29.0,0.5272727272727272,101.0,False,False,False,1,0,14,6,25,1,4,195
valid_00078.jpg,80,67,0.8375,26.0,0.4193548387096774,91.0,False,False,False,1,0,18,8,26,1,6,226
valid_00079.jpg,100,100,1.0,14.0,0.175,62.0,False,False,False,1,0,20,4,21,2,6,238
valid_00080.jpg,93,89,0.956989247311828,32.0,0.4507042253521127,107.0,False,False,False,1,0,22,10,26,1,8,257
valid_00081.jpg,94,95,1.0106382978723405,20.0,0.2564102564102564,126.0,False,False,False,1,0,16,4,25,2,2,228
valid_00082.jpg,66,74,1.121212121212121,17.0,0.3148148148148148,51.0,False,False,False,1,0,12,6,20,2,4,184
valid_00083.jpg,82,82,1.0,43.0,0.6515151515151515,159.0,False,False,False,1,0,16,6,21,2,5,214
valid_00084.jpg,83,83,1.0,35.0,0.5384615384615384,166.0,False,False,False,1,0,18,8,27,1,5,231
valid_00085.jpg,88,88,1.0,25.0,0.3571428571428571,63.0,False,False,False,1,0,18,6,26,2,4,236
valid_00086.jpg,84,86,1.0238095238095237,35.0,0.5303030303030303,136.0,False,False,False,1,0,18,8,27,1,6,232
valid_00087.jpg,53,53,1.0,20.0,0.4651162790697674,25.0,False,False,False,1,0,10,6,20,1,2,157
valid_00088.jpg,86,86,1.0,35.0,0.546875,136.0,False,False,False,1,0,22,6,25,1,5,236
valid_00089.jpg,71,72,1.0140845070422535,35.0,0.6363636363636364,139.0,False,False,False,1,0,16,6,23,1,4,199
